"BANKNO","BIDCITY","BIDNAME","BIDSTATE","BRDATE","BSTATUS","CERT","CHCLASS","CHCLASS1","CITY","CITYST","CLOSCD","COMMENTS","COST","COSTMOSTRECENTASOF","FAILDATE","FAILYR","FIN","FSL_PROG","FUND","ID","NAME","PSTALP","PTRDATE","QBFASSET","QBFDEP","RESDATE","RESTYPE","RESTYPE1","SAVR","TERMI","UNINSDEP","URL"
"","SILVER LAKE","CITIZENS STB OF SILVER L","MN","","I",12189,"NM","NM","KANARANZI","KANARANZI, MN","PASAN","",997,"30SEP2025","10/18/1985","1985","2508","","1","1085","FARMERS STATE BANK OF KANARANZI","MN","0",3907,3823,"10/18/1985","FAILURE","PA","FDIC","T","","na"
"","CLEO SPRINGS","CLEO STATE BANK","OK","","I",14670,"NM","NM","JET","JET, OK","PASAN","",5621,"30SEP2025","10/18/1985","1985","2506","","1","1086","FIRST STATE BANK","OK","0",12344,11495,"10/18/1985","FAILURE","PA","FDIC","T","","na"
"","OGDEN","COMMERCIAL SECURITY BANK","UT","","I",19383,"NM","NM","OGDEN","OGDEN, UT","PASNN","",33895,"30SEP2025","10/18/1985","1985","2509","","1","1087","THE CITIZENS BANK","UT","0",93459,85512,"10/18/1985","FAILURE","PA","FDIC","T","","na"
"","BROWNWOOD","TEXAS BANK","TX","","I",23024,"NM","NM","EARLY","EARLY, TX","PASNN","",3103,"30SEP2025","10/18/1985","1985","2507","","1","1088","THE EARLY BANK","TX","0",15846,15130,"10/18/1985","FAILURE","PA","FDIC","T","","na"
"","0","0","0","85-10-18","I",32032,"SL","SL","DAVIS","DAVIS, CA","","",137801,"30SEP2025","10/18/1985","1985","7578","MCP-C","3","1089","FARMERS SAVINGS BANK","CA","0",590288,526353,"7/18/1988","FAILURE","PO","FSLIC","T","","na"
"","0","0","0","","",,"NM","NM","LEBANON","LEBANON, SD","","",,"","2/20/1937","1937","0","","1","109","THE CITIZENS STATE BANK OF LEBANON","SD","0",154,112,,"FAILURE","PO","FDIC","","",""
"","JACKSON","SECURITY SLA","MS","","",31841,"SL","SL","OAKRIDGE","OAKRIDGE, TN","","",10399,"30SEP2025","10/28/1985","1985","1674","","3","1090","SECURITY TRUST S&LA","TN","0",28792,27192,"10/28/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","STORM LAKE","CITIZENS 1ST NB STORM LA","IA","","I",10116,"SM","SM","EARLY","EARLY, IA","PABAN","",1192,"30SEP2025","11/1/1985","1985","2510","","1","1091","EARLY SAVINGS BANK","IA","0",12890,11935,"11/1/1985","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",23218,"SM","SM","LANDER","LANDER, WY","POBNN","",12300,"30SEP2025","11/1/1985","1985","6626","","1","1092","YELLOWSTONE STATE BANK","WY","0",18676,20774,"11/1/1985","FAILURE","PO","FDIC","T","","na"
"","AURORA","OMNIBANK ILIFF NATIONAL","CO","","I",23892,"SM","SM","AURORA","AURORA, CO","PABNN","",7453,"30SEP2025","11/1/1985","1985","2511","","1","1093","THE AURORA BANK","CO","0",16567,15214,"11/1/1985","FAILURE","PA","FDIC","T","","na"
"","SPOKANE","STERLING SAVINGS ASSN","WA","","",27972,"SL","SL","CHEHALIS","CHEHALIS, WA","","",1763,"30SEP2025","11/1/1985","1985","1675","","3","1094","LEWIS FS&LA","WA","0",51877,52397,"11/1/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","CARROLL","CARROLL COUNTY STATE BAN","IA","","I",14271,"SM","SM","AUBURN","AUBURN, IA","PABNN","",714,"30SEP2025","11/8/1985","1985","2512","","1","1095","AUBURN SAVINGS BANK","IA","0",6833,6647,"11/8/1985","FAILURE","PA","FDIC","T","","na"
"","HOUSTON","BANK OF WOODFOREST","TX","","I",18859,"NM","NM","HOUSTON","HOUSTON, TX","PASNN","",12162,"30SEP2025","11/8/1985","1985","2513","","1","1096","NORTHSHORE BANK","TX","0",47187,43341,"11/8/1985","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",5550,"N","N","TEAGUE","TEAGUE, TX","PONNA","",7904,"30SEP2025","11/14/1985","1985","5629","","1","1097","FIRST NATIONAL BANK OF TEAGUE","TX","0",31995,29155,"11/14/1985","FAILURE","PO","FDIC","T","","na"
"","HOBART","HOME STATE BANK","OK","","I",2306,"NM","NM","DILL CITY","DILL CITY, OK","PASAN","",6907,"30SEP2025","11/21/1985","1985","2515","","1","1098","THE DILL STATE BANK","OK","0",15459,14289,"11/21/1985","FAILURE","PA","FDIC","T","","na"
"","OBERLIN","BANK OF OBERLIN","KS","","I",4740,"N","N","OBERLIN","OBERLIN, KS","PANAN","",3983,"30SEP2025","11/21/1985","1985","2514","","1","1099","DECATAUR COUNTY NATIONAL BANK OF OBERLIN","KS","0",18362,16786,"11/21/1985","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","",,"N","N","HERNDON","HERNDON, VA","","",,"","1/9/1935","1935","0","","1","11","THE NATIONAL BANK OF HERNDON","VA","0",387,384,,"FAILURE","PO","FDIC","","",""
"","0","0","0","","",,"N","N","ISMAY","ISMAY, MT","","",,"","2/20/1937","1937","0","","1","110","THE FIRST NATIONAL BANK OF ISMAY","MT","0",,83,,"FAILURE","P&A","FDIC","","",""
"","CLARKSDALE","UNITED MO BANK OF CLARKS","MO","","I",8562,"NM","NM","CLARKSDALE","CLARKSDALE, MO","PASAN","",1955,"30SEP2025","11/21/1985","1985","2516","","1","1100","THE CLARKSDALE BANK OF CLARKDALE","MO","0",6167,5847,"11/21/1985","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",13160,"SM","SM","LA CROSSE","LA CROSSE, KS","POBNN","",10042,"30SEP2025","11/21/1985","1985","6630","","1","1101","THE FARMERS AND MERCHANTS STATE BANK OF RU","KS","0",32647,28914,"11/21/1985","FAILURE","PO","FDIC","T","","na"
"","CHESTER","BANK OF EAST TEXAS","TX","","I",11931,"NM","NM","CHESTER","CHESTER, TX","PASNN","",2088,"30SEP2025","11/22/1985","1985","2517","","1","1102","CHESTER STATE BANK","TX","0",11722,10979,"11/22/1985","FAILURE","PA","FDIC","T","","na"
"","INDIANAPOLIS","INDIANA NATIONAL BANK","IN","","I",20533,"NM","NM","LEO","LEO, IN","PASNN","",0,"30SEP2025","11/22/1985","1985","2518","","1","1103","ALLEN COUNTY BANK AND TRUST COMPANY","IN","0",10907,10524,"11/22/1985","FAILURE","PA","FDIC","T","","na"
"","LA MESA","GROSSMONT BANK","CA","","I",21691,"NM","NM","SAN DIEGO","SAN DIEGO, CA","PASNN","",3229,"30SEP2025","11/22/1985","1985","2519","","1","1104","CALIFORNIA HERITAGE BANK","CA","0",24114,22397,"11/22/1985","FAILURE","PA","FDIC","T","","na"
"","DALLAS","CONSOLIDATED S&LA","TX","85-11-25","",30952,"SL","SL","HEREFORD","HEREFORD, TX","","",112620,"30SEP2025","11/25/1985","1985","1810","MCP-C/SWP","3","1105","HI-PLAINS  S&LA","TX","0",114611,100507,"12/22/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","ANN ARBOR","GREAT LAKES  BANCORP","MI","85-11-26","I",31761,"SL","SL","ANN ARBOR","ANN ARBOR, MI","","",31089,"30SEP2025","11/26/1985","1985","7585","MCP-C","3","1106","USM (U.S. MUTUAL) S&LA","MI","0",306069,286973,"10/14/1988","FAILURE","PO","FSLIC","T","","na"
"","SEATTLE","CITIZENS FS&LA","WA","","",28890,"SL","SL","SEATTLE","SEATTLE, WA","","",18018,"30SEP2025","12/1/1985","1985","1678","","3","1107","CITIZENS FS&LA","WA","0",461380,353209,"12/1/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","SIOUX CITY","FIRST OF SIOUX CITY","IA","","",27622,"SL","SL","SIOUX CITY","SIOUX CITY, IA","","",10000,"30SEP2025","12/2/1985","1985","0","","3","1108","HOME FS&LA","IA","0",115303,117130,"12/2/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","MOORHEAD","MIDLAND FS&LA","MN","","",30731,"SL","SL","MOORHEAD","MOORHEAD, MN","","",48882,"30SEP2025","12/2/1985","1985","1676","","3","1109","MIDLAND FS&LA","MN","0",37978,40926,"12/2/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","0","0","0","","",,"NM","NM","RIO","RIO, IL","","",,"","3/26/1937","1937","0","","1","111","RIO STATE BANK","IL","0",384,329,,"FAILURE","PO","FDIC","","",""
"","BENTON","REPUBLIC SAVINGS, FSB","KY","","",30914,"SL","SL","PADUCAH","PADUCAH, KY","","",21238,"30SEP2025","12/2/1985","1985","1677","","3","1110","HOME FS&LA","KY","0",106672,106091,"12/2/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","CORVALLIS","FREEDOM FS&LA","OR","85-12-04","I",31792,"SL","SL","SALEM","SALEM, OR","","",85218,"30SEP2025","12/4/1985","1985","7565","MCP-C","3","1111","CITIZENS S&LA","OR","0",239709,153498,"1/29/1988","FAILURE","IDT","FSLIC","T","","na"
"","0","0","0","","I",1433,"NM","NM","BROKEN BOW","BROKEN BOW, NE","POSAN","",1646,"30SEP2025","12/5/1985","1985","6637","","1","1112","SECURITY STATE BANK","NE","0",8040,7550,"12/5/1985","FAILURE","PO","FDIC","T","","na"
"","0","0","0","","I",4115,"N","N","HENNESSY","HENNESSY, OK","PONAN","",5501,"30SEP2025","12/5/1985","1985","5638","","1","1113","THE FARMERS AND MERCHANTS NATIONAL BANK OF","OK","0",28684,27452,"12/5/1985","FAILURE","PO","FDIC","T","","na"
"","FORT SMITH","SUPERIOR FEDERAL BANK, FSB","AR","85-12-06","I",31321,"SL","SL","HARRISON","HARRISON, AR","","",64079,"30SEP2025","12/6/1985","1985","7524","MCP-D","3","1114","GUARANTY S&LA","AR","0",451432,316527,"1/7/1987","FAILURE","ABT","FSLIC","T","","na"
"","SEATTLE","WASHINGTON FS&LA","WA","85-12-06","I",31354,"SL","SL","CORVALLIS","CORVALLIS, OR","","",249036,"30SEP2025","12/6/1985","1985","7525","MCP-D","3","1115","STATE  FS&LA","OR","0",563862,443856,"9/16/1988","FAILURE","IDT","FSLIC","T","","na"
"","EXETER","SECURITY BANK OF SW MO","MO","","I",12460,"NM","NM","EXETER","EXETER, MO","PASAN","",1236,"30SEP2025","12/13/1985","1985","2520","","1","1116","THE FARMERS STATE BANK OF BARRY COUNTY, EX","MO","0",4203,4079,"12/13/1985","FAILURE","PA","FDIC","T","","na"
"","RUIDOSO","FIRST NB OF RUIDOSO","NM","","I",23977,"N","N","RUIDOSO","RUIDOSO, NM","PANNN","",16664,"30SEP2025","12/13/1985","1985","2522","","1","1117","THE FIRST NATIONAL BANK IN LINCOLN COUNTY","NM","0",32024,30697,"12/13/1985","FAILURE","PA","FDIC","T","","na"
"","LAKE OZARK","CENTRAL LAKE STATE BANK","MO","","I",24449,"N","N","LAKE OZARK","LAKE OZARK, MO","PANNN","",2090,"30SEP2025","12/13/1985","1985","2521","","1","1118","LAKE NATIONAL BANK","MO","0",19795,19130,"12/13/1985","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",8299,"NM","NM","PRINCETON","PRINCETON, MO","POSAN","",5818,"30SEP2025","12/19/1985","1985","6645","","1","1119","PRINCETON STATE BANK","MO","0",18366,16809,"12/19/1985","FAILURE","PO","FDIC","T","","na"
"","0","0","0","","",,"NM","NM","NOONAN","NOONAN, ND","","",,"","4/3/1937","1937","0","","1","112","FIRST INTERNATIONAL BANK","ND","0",192,139,,"FAILURE","PO","FDIC","","",""
"","0","0","0","","I",8596,"NM","NM","COMSTOCK","COMSTOCK, NE","POSAN","",785,"30SEP2025","12/19/1985","1985","6642","","1","1120","FARMERS & MERCHANTS BANK","NE","0",3324,3180,"12/19/1985","FAILURE","PO","FDIC","T","","na"
"","ORD","FIRST NATIONAL BANK IN O","NE","","I",16732,"NM","NM","SARGENT","SARGENT, NE","PASAN","",1573,"30SEP2025","12/19/1985","1985","2524","","1","1121","FARMERS STATE BANK","NE","0",12474,11321,"12/19/1985","FAILURE","PA","FDIC","T","","na"
"","DOUGLAS","FARMERS STATE BANK","NE","","I",18726,"NM","NM","PANAMA","PANAMA, NE","PASAN","",1416,"30SEP2025","12/19/1985","1985","2523","","1","1122","BANK OF PANAMA","NE","0",4376,4281,"12/19/1985","FAILURE","PA","FDIC","T","","na"
"","FROST","FROST STATE BANK","MN","","I",1917,"NM","NM","FROST","FROST, MN","PASAN","",2031,"30SEP2025","12/20/1985","1985","2525","","1","1123","STATE BANK OF FROST","MN","0",7736,6603,"12/20/1985","FAILURE","PA","FDIC","T","","na"
"","LOS ANGELES","STERLING BANK","CA","","I",22698,"NM","NM","GLENDALE","GLENDALE, CA","PASNN","",5899,"30SEP2025","12/20/1985","1985","2526","","1","1124","FIRST CITY BANK","CA","0",35813,28772,"12/20/1985","FAILURE","PA","FDIC","T","","na"
"","EL PASO","MERABANK TEXAS, FSB","TX","85-12-20","",30507,"SL","SL","BROWNFIELD","BROWNFIELD, TX","","",10973,"30SEP2025","12/20/1985","1985","1796","MCP-C/SWP","3","1125","BROWNFIELD  S&LA","TX","0",64709,59940,"6/22/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","EL PASO","MERABANK TEXAS FSB","TX","85-12-20","",31117,"SL","SL","LUBBOCK","LUBBOCK, TX","","",1148063,"30SEP2025","12/20/1985","1985","1799","MCP-C/SWP","3","1126","STATE S&LA OF LUBBOCK","TX","0",841612,815045,"8/26/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","WHITE PLAINS","HOME SAVINGS BANK","NY","","",16074,"SI","SI","WHITE PLAINS","WHITE PLAINS, NY","","",5723,"30SEP2025","12/31/1985","1985","1925","","1","1127","HOME SAVINGS BANK","NY","0",413948,405013,"12/31/1985","ASSISTANCE","A/A","FDIC","","","na"
"","NORTHPORT","ANCHOR SAVINGS BANK FSB","NY","","",30611,"SL","SL","TALAHASSEE","TALAHASSEE, FL","","",12854,"30SEP2025","12/31/1985","1985","1679","","3","1128","SUN FS&LA","FL","0",367489,341031,"12/31/1985","ASSISTANCE","A/A","FSLIC","","","na"
"","SHARON","FIRST FEDERAL OF WESTERN PE","PA","","",29406,"SL","SL","ASHTABULA","ASHTABULA, OH","","",,"30SEP2025","1/2/1986","1986","0","","3","1129","FIRST FS&LA","OH","0",52751,55689,"1/2/1986","ASSISTANCE","A/A","FSLIC","","","na"
"","0","0","0","","",,"NM","NM","CORPUS CHRISTI","CORPUS CHRISTI, TX","","",,"","4/8/1937","1937","0","","1","113","TEXAS STATE BANK AND TRUST COMPANY","TX","0",628,419,,"FAILURE","PO","FDIC","","",""
"","WHITE CITY","BANK OF WHITE CITY","KS","","I",4798,"N","N","WHITE CITY","WHITE CITY, KS","PANAN","",3408,"30SEP2025","1/9/1986","1986","2527","","1","1130","THE FIRST NATIONAL BANK OF WHITE CITY","KS","0",9607,9239,"1/9/1986","FAILURE","PA","FDIC","T","","na"
"","LAWTON","AMERICAN NB OF LAWTON","OK","","I",8976,"NM","NM","CACHE","CACHE, OK","PASNN","",4108,"30SEP2025","1/9/1986","1986","2528","","1","1131","FIRST STATE BANK","OK","0",20725,18897,"1/9/1986","FAILURE","PA","FDIC","T","","na"
"","0","0","0","86-01-09","I",32205,"SL","SL","MANHATTAN BEACH","MANHATTAN BEACH, CA","DPSNN","",23812,"30SEP2025","1/9/1986","1986","6933","MCP-B","3","1132","MANHATTAN BEACH S&LA","CA","0",51119,49569,"2/10/1989","FAILURE","IDT","FSLIC","T","","na"
"","LAKE PROVIDENCE","LOUISIANA DELTA BANK","LA","","I",8147,"NM","NM","LAKE PROVIDENCE","LAKE PROVIDENCE, LA","PASAN","",13622,"30SEP2025","1/10/1986","1986","2529","","1","1133","BANK OF DIXIE","LA","0",41444,36452,"1/10/1986","FAILURE","PA","FDIC","T","","na"
"","METAIRIE","FIRST INDUSTRIAL B&T CO","LA","","I",21722,"NM","NM","METAIRIE","METAIRIE, LA","PASAN","",15563,"30SEP2025","1/17/1986","1986","2530","","1","1134","FIRST PROGRESSIVE BANK","LA","0",39362,37908,"1/17/1986","FAILURE","PA","FDIC","T","","na"
"","CASPER","HILLTOP NATIONAL BANK","WY","","I",22670,"NM","NM","CASPER","CASPER, WY","DPSNN","",7066,"30SEP2025","1/17/1986","1986","6652","","1","1135","AMERICAN BANK OF CASPER","WY","0",20489,18905,"1/17/1986","FAILURE","IDT","FDIC","T","","na"
"","SALT LAKE CITY","CITIBANK UTAH","UT","","I",22715,"SM","SM","SALT LAKE CITY","SALT LAKE CITY, UT","PABNN","",10297,"30SEP2025","1/24/1986","1986","2531","","1","1136","UTAH FIRSTBANK","UT","0",38492,39601,"1/24/1986","FAILURE","PA","FDIC","T","","na"
"","SALT LAKE CITY","ZIONS FIRST NATIONAL BAN","UT","","I",22818,"SM","SM","SALT LAKE CITY","SALT LAKE CITY, UT","PABNN","",537,"30SEP2025","1/24/1986","1986","2532","","1","1137","PIONEER STATE BANK","UT","0",11698,10893,"1/24/1986","FAILURE","PA","FDIC","T","","na"
"","ST. LOUIS","UNITED POSTAL, SA","MO","86-01-30","I",32273,"SL","SL","ST. LOUIS","ST. LOUIS, MO","","",100781,"30SEP2025","1/30/1986","1986","7562","","3","1138","BOHEMIAN S&LA","MO","0",242394,220643,"12/11/1987","FAILURE","IDT","FSLIC","T","","na"
"","LAS VEGAS","GREAT WEST SAVINGS&LOAN ASS","NV","","",32149,"SL","SL","LAS VEGAS","LAS VEGAS, NV","","",3,"30SEP2025","1/31/1986","1986","1878","","3","1139","GREAT WEST S&LA","NV","0",52115,52223,"1/31/1986","ASSISTANCE","A/A","FSLIC","","","na"
"","0","0","0","","",,"NM","NM","ARLINGTON","ARLINGTON, TX","","",,"","4/12/1937","1937","0","","1","114","FIRST STATE BANK","TX","0",719,720,,"FAILURE","PO","FDIC","","",""
"","0","0","0","","I",4422,"N","N","ALBIA","ALBIA, IA","PONAA","",13438,"30SEP2025","2/6/1986","1986","5655","","1","1140","THE PEOPLES NATIONAL BANK & TRUST","IA","0",51966,49408,"2/6/1986","FAILURE","PO","FDIC","T","","na"
"","ELK CREEK","STATE BANK OF ELK CREEK","NE","","I",11484,"SM","SM","TECUMSEH","TECUMSEH, NE","PABAN","",4818,"30SEP2025","2/7/1986","1986","2534","","1","1141","JOHNSON COUNTY BANK","NE","0",20173,19384,"2/7/1986","FAILURE","PA","FDIC","T","","na"
"","SAN FRANCISCO","BARCLAYS BANK OF CALIFOR","CA","","I",20572,"NM","NM","PLACENTIA","PLACENTIA, CA","DPSNN","",0,"30SEP2025","2/7/1986","1986","6657","","1","1142","VALENCIA BANK","CA","0",101081,99181,"2/7/1986","FAILURE","IDT","FDIC","T","","na"
"","OMAHA","COMMERCIAL FS&LA","NE","86-02-07","",31645,"SL","SL","KANSAS CITY","KANSAS CITY, KS","","",24,"30SEP2025","2/7/1986","1986","1692","MCP-B","3","1143","CORONADO FS&LA","KS","0",12728,13559,"8/15/1986","ASSISTANCE","A/A","FSLIC","","","na"
"","LONG BEACH","GUARDIAN S&LA","CA","86-02-12","I",32058,"SL","SL","EXETER","EXETER, CA","","",29755,"30SEP2025","2/12/1986","1986","7566","MCP-B","3","1144","MT. WHITNEY S&LA","CA","0",81642,83873,"2/26/1988","FAILURE","IDT","FSLIC","T","","na"
"","ANAMOSA","CITIZENS SAVINGS BANK","IA","","I",16740,"N","N","TIPTON","TIPTON, IA","PANNN","",665,"30SEP2025","2/14/1986","1986","2535","","1","1145","FIRST NATIONAL BANK OF TIPTON","IA","0",17896,18008,"2/14/1986","FAILURE","PA","FDIC","T","","na"
"","ST. PETERSBURG","CHASE BANK OF FLORIDA NA","FL","","I",20859,"NM","NM","ST. PETERSBURG","ST. PETERSBURG, FL","PASNN","",134893,"30SEP2025","2/14/1986","1986","2536","","1","1146","PARK BANK OF FLORIDA","FL","0",591667,577791,"2/14/1986","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",25162,"N","N","DALLAS","DALLAS, TX","PONNN","",3208,"30SEP2025","2/14/1986","1986","5660","","1","1147","EXECUTIVE CENTER BANK, N.A.","TX","0",9911,9608,"2/14/1986","FAILURE","PO","FDIC","T","","na"
"","0","0","0","86-02-14","I",32006,"SL","SL","COSTA MESA","COSTA MESA, CA","","",743908,"30SEP2025","2/14/1986","1986","7576","MCP-B","3","1148","AMERICAN DIVERSIFIED SAVINGS BANK","CA","0",978635,958953,"6/6/1988","FAILURE","PO","FSLIC","T","","na"
"","0","0","0","","",32215,"SL","SL","JACKSONVILLE BEACH","JACKSONVILLE BEACH, FL","","",33410,"30SEP2025","2/14/1986","1986","0","","3","1149","INTERCAPITAL S&LA","FL","0",65233,70825,"2/14/1986","FAILURE","IDT","FSLIC","","","na"
"","0","0","0","","",,"NM","NM","ROBBINS","ROBBINS, TN","","",,"","4/15/1937","1937","0","","1","115","ROBBINS BANK & TRUST COMPANY","TN","0",,29,,"FAILURE","P&A","FDIC","","",""
"","DOUGLAS","FIRST WYOMING BANK-DOUGL","WY","","I",19405,"N","N","DOUGLAS","DOUGLAS, WY","PANNN","",4103,"30SEP2025","2/21/1986","1986","2538","","1","1150","FIRST NATIONAL BANK AT DOUGLAS","WY","0",14020,14260,"2/21/1986","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",23151,"SM","SM","ELK CITY","ELK CITY, OK","POBNA","",7862,"30SEP2025","2/21/1986","1986","6661","","1","1151","ELK CITY STATE BANK","OK","0",22159,21408,"2/21/1986","FAILURE","PO","FDIC","T","","na"
"","MINNEAPOLIS","MIDWEST FS&LA OF MINNEAPOLI","MN","86-02-21","I",29920,"SL","SL","MOUNT PLEASANT","MOUNT PLEASANT, IA","","",98990,"30SEP2025","2/21/1986","1986","7574","MCP-C","3","1152","CAPITOL S&LA","IA","0",192018,180527,"5/8/1987","FAILURE","IDT","FSLIC","T","","na"
"","GORMAN","CITIZENS STATE BANK","TX","","I",3224,"N","N","GORMAN","GORMAN, TX","PANNN","",5669,"30SEP2025","2/27/1986","1986","2537","","1","1153","THE FIRST NATIONAL BANK OF GORMAN","TX","0",14486,13623,"2/27/1986","FAILURE","PA","FDIC","T","","na"
"","OMAHA","NEBRASKA NATIONAL BANK","NE","","I",5482,"N","N","TEKAMAH","TEKAMAH, NE","PANAN","",2204,"30SEP2025","3/6/1986","1986","2539","","1","1154","THE FIRST NATIONAL BANK OF TEKAMAH","NE","0",21166,20228,"3/6/1986","FAILURE","PA","FDIC","T","","na"
"","PLAINVIEW","FIRST NB OF PLAINVIEW","TX","","I",13920,"N","N","PLAINVIEW","PLAINVIEW, TX","PANAN","",1632,"30SEP2025","3/6/1986","1986","2540","","1","1155","THE CITY NATIONAL BANK OF PLAINVIEW","TX","0",48357,49606,"3/6/1986","FAILURE","PA","FDIC","T","","na"
"","0","0","0","","I",9391,"NM","NM","WINIGAN","WINIGAN, MO","POSAN","",1270,"30SEP2025","3/7/1986","1986","6666","","1","1156","THE CITIZENS BANK OF WINIGAN","MO","0",6534,6209,"3/7/1986","FAILURE","PO","FDIC","T","","na"
"","MANKATO","AMERICAN BANK MANKATO","MN","","I",1405,"NM","NM","LAMBERTON","LAMBERTON, MN","DPSAN","",3611,"30SEP2025","3/14/1986","1986","6667","","1","1157","FARMERS & MERCHANTS ST BK OF LAMBERTON","MN","0",17139,16196,"3/14/1986","FAILURE","IDT","FDIC","T","","na"
"","DALLAS","AMERICAN FEDERAL FSB","TX","86-03-14","",31186,"SL","SL","WICHITA FALLS","WICHITA FALLS, TX","","",578793,"30SEP2025","3/14/1986","1986","1797","MCP-B","3","1158","MERCURY S&LA OF TEXAS","TX","0",664049,601823,"8/18/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","DALLAS","AMERICAN FEDERAL FSB","TX","86-03-14","",31590,"SL","SL","CAMERON","CAMERON, TX","","",348177,"30SEP2025","3/14/1986","1986","1797","MCP-B","3","1159","BEN MILAM S&LA","TX","0",306041,279080,"8/18/1988","ASSISTANCE","A/A","FSLIC","","","na"
"","0","0","0","","",,"NM","NM","EUREKA","EUREKA, MO","","",,"","4/23/1937","1937","0","","1","116","BANK OF EUREKA","MO","0",70,57,,"FAILURE","PO","FDIC","","",""
"","IOWA FALLS","IOWA FALLS STATE BANK","IA","","I",12667,"NM","NM","WILLIAMS","WILLIAMS, IA","PASAN","",359,"30SEP2025","3/20/1986","1986","2541","","1","1160","WILLIAMS SAVINGS BANK","IA","0",12847,11746,"3/20/1986","FAILURE","PA","FDIC","T","","na"
"","SAN DIEGO","GREAT AMERICAN FSB","CA","","",31380,"SL","SL","REDDING","REDDING, CA","","",-223,"30SEP2025","3/20/1986","1986","0","","3","1161","FIRST FS&LA OF REDDING","CA","0",39642,41214,"3/20/1986","ASSISTANCE","A/A","FSLIC","","","na"
"","SAN DIEGO","GREAT AMERICAN FSB","CA","","",31632,"SL","SL","OXNARD","OXNARD, CA","","",-185,"30SEP2025","3/20/1986","1986","0","","3","1162","HACIENDA FS&LA","CA","0",34456,15545,"3/20/1986","ASSISTANCE","A/A","FSLIC","","","na"
"","0","0","0","","",30966,"SL","SL","LONGVIEW","LONGVIEW, WA","","",3428,"30SEP2025","3/21/1986","1986","0","","3","1163","GUARANTY S&LA","WA","0",22341,13877,"3/21/1986","FAILURE","IDT","FSLIC","","","na"
"","STOCKHOLM","COMMUNITY STB OF STOCKHO","SD","","I",9951,"NM","NM","STOCKHOLM","STOCKHOLM, SD","PASAN","",991,"30SEP2025","3/27/1986","1986","2544","","1","1164","STOCKHOLM STATE BANK","SD","0",7154,6644,"3/27/1986","FAILURE","PA","FDIC","T","","na"
"","MEMPHIS","MEMPHIS STATE BANK","TX","","I",11911,"NM","NM","MEMPHIS","MEMPHIS, TX","PASAN","",4708,"30SEP2025","3/27/1986","1986","2543","","1","1165","FIRST STATE BANK","TX","0",17008,16307,"3/27/1986","FAILURE","PA","FDIC","T","","na"
"","SILVER LAKE","SILVER LAKE BANK","KS","","I",17616,"NM","NM","WHITE CLOUD","WHITE CLOUD, KS","PASAN","",1399,"30SEP2025","3/27/1986","1986","2542","","1","1166","FIRST STATE BANK","KS","0",6083,5597,"3/27/1986","FAILURE","PA","FDIC","T","","na"
